orig_hname,new_hname,hclass,horder,hfamily,genus,spp,subspp
Anguilla rostrata,Anguilla rostrata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,rostrata,NA
Anisotremus dovii,Genyatremus dovii,Actinopterygii,Perciformes,Cichlidae,Genyatremus,dovii,NA
Anisotremus interruptus,Anisotremus interruptus,Actinopterygii,Perciformes,Haemulidae,Anisotremus,interruptus,NA
Anisotremus scapularis,Anisotremus scapularis,Actinopterygii,Perciformes,Haemulidae,Anisotremus,scapularis,NA
Anisotremus surinamensis,Anisotremus surinamensis,Actinopterygii,Perciformes,Haemulidae,Anisotremus,surinamensis,NA
Anisotremus virginicus,Anisotremus virginicus,Actinopterygii,Perciformes,Haemulidae,Anisotremus,virginicus,NA
Anodontostoma thailandiae,Anodontostoma thailandiae,Actinopterygii,Clupeiformes,Clupeidae,Anodontostoma,thailandiae,NA
Anomalops katoptron,Anomalops katoptron,Actinopterygii,Beryciformes,Anomalopidae,Anomalops,katoptron,NA
Anoplopoma fimbria,Anoplopoma fimbria,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria,NA
Anoxypristis cuspidata,Anoxypristis cuspidata,Chondrichthyes,Pristiformes,Pristidae,Anoxypristis,cuspidata,NA
Antennarius striatus,Antennarius striatus,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,striatus,NA
Anthias anthias,Anthias anthias,Actinopterygii,Perciformes,Serranidae,Anthias,anthias,NA
Antigonia capros,Antigonia capros,Actinopterygii,Perciformes,Caproidae,Antigonia,capros,NA
Antimora microlepis,Antimora microlepis,Actinopterygii,Gadiformes,Moridae,Antimora,microlepis,NA
Anyperodon leucogrammicus,Anyperodon leucogrammicus,Actinopterygii,Perciformes,Serranidae,Anyperodon,leucogrammicus,NA
Apeltes quadracus,Apeltes quadracus,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,NA
Aphanius dispar,Aphanius dispar,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,dispar,NA
Aphanius sophiae,Aphanius sophiae,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,sophiae,NA
Aphareus furca,Aphareus furca,Actinopterygii,Perciformes,Lutjanidae,Aphareus,furca,NA
Aphareus rutilans,Aphareus rutilans,Actinopterygii,Perciformes,Lutjanidae,Aphareus,rutilans,NA
Aphia minuta,Aphia minuta,Actinopterygii,Perciformes,Gobiidae,Aphia,minuta,NA
Aphos porosus,Aphos porosus,Actinopterygii,Batrachoidiformes,Batrachoididae,Aphos,porosus,NA
Aphredoderus sayanus,Aphredoderus sayanus,Actinopterygii,Percopsiformes,Aphredoderidae,Aphredoderus,sayanus,NA
Aphyocypris chinensis,Aphyocypris chinensis,Actinopterygii,Cypriniformes,Cyprinidae,Aphyocypris,chinensis,NA
Aphyocypris kikuchii,Aphyocypris kikuchii,Actinopterygii,Cypriniformes,Cyprinidae,Aphyocypris,kikuchii,NA
Aphyosemion cameronense,Aphyosemion cameronense,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Aphyosemion,cameronense,NA
Aplocheilichthys pumilus,Aplocheilichthys pumilus,Actinopterygii,Cyprinodontiformes,Poeciliidae,Aplocheilichthys,pumilus,NA
Aplocheilichthys vitschumbaensis,Aplocheilichthys vitschumbaensis,Actinopterygii,Cyprinodontiformes,Poeciliidae,Aplocheilichthys,vitschumbaensis,NA
Aplocheilus lineatus,Aplocheilus lineatus,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Aplocheilus,lineatus,NA
Aplochiton taeniatus,Aplochiton taeniatus,Actinopterygii,Osmeriformes,Galaxiidae,Aplochiton,taeniatus,NA
Aplochiton zebra,Aplochiton zebra,Actinopterygii,Osmeriformes,Galaxiidae,Aplochiton,zebra,NA
Aplodactylus arctidens,Aplodactylus arctidens,Actinopterygii,Perciformes,Aplodactylidae,Aplodactylus,arctidens,NA
Aplodinotus grunniens,Aplodinotus grunniens,Actinopterygii,Perciformes,Sciaenidae,Aplodinotus,grunniens,NA
Apodichthys flavidus,Apodichthys flavidus,Actinopterygii,Perciformes,Pholidae,Apodichthys,flavidus,NA
Apogon carinatus,Jaydia carinatus,Actinopterygii,Cypriniformes,Cyprinidae,Jaydia,carinatus,NA
Apogon doederleini,Apogon doederleini,Actinopterygii,Perciformes,Apogonidae,Apogon,doederleini,NA
Apogon ellioti,Apogon ellioti,Actinopterygii,Perciformes,Apogonidae,Apogon,ellioti,NA
Apogon fasciatus,Ostorhinchus fasciatus,Actinopterygii,Cypriniformes,Cyprinidae,Ostorhinchus,fasciatus,NA
Apogon maculatus,Apogon maculatus,Actinopterygii,Perciformes,Apogonidae,Apogon,maculatus,NA
Apogon nigrofasciatus,Ostorhinchus nigrofasciatus,Actinopterygii,Perciformes,Leiognathidae,Ostorhinchus,nigrofasciatus,NA
Apogon semilineatus,Apogon semilineatus,Actinopterygii,Perciformes,Apogonidae,Apogon,semilineatus,NA
Apogon taeniopterus,Pristiapogon taeniopterus,Actinopterygii,Pleuronectiformes,Soleidae,Pristiapogon,taeniopterus,NA
Apolemichthys trimaculatus,Apolemichthys trimaculatus,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,trimaculatus,NA
Aprion virescens,Aprion virescens,Actinopterygii,Perciformes,Lutjanidae,Aprion,virescens,NA
Apristurus brunneus,Apristurus brunneus,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Apristurus,brunneus,NA
Apristurus fedorovi,Apristurus fedorovi,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Apristurus,fedorovi,NA
Aptocyclus ventricosus,Aptocyclus ventricosus,Actinopterygii,Scorpaeniformes,Cyclopteridae,Aptocyclus,ventricosus,NA
Aptychotrema rostrata,Aptychotrema rostrata,Chondrichthyes,Rajiformes,Rhinobatidae,Aptychotrema,rostrata,NA
Aptychotrema vincentiana,Aptychotrema vincentiana,Chondrichthyes,Rajiformes,Rhinobatidae,Aptychotrema,vincentiana,NA
Arapaima gigas,Arapaima gigas,Actinopterygii,Osteoglossiformes,Arapaimidae,Arapaima,gigas,NA
Archocentrus multispinosus,Archocentrus multispinosus,Actinopterygii,Perciformes,Cichlidae,Archocentrus,multispinosus,NA
Archoplites interruptus,Archoplites interruptus,Actinopterygii,Perciformes,Centrarchidae,Archoplites,interruptus,NA
Archosargus probatocephalus,Archosargus probatocephalus,Actinopterygii,Perciformes,Sparidae,Archosargus,probatocephalus,NA
Archosargus rhomboidalis,Archosargus rhomboidalis,Actinopterygii,Perciformes,Sparidae,Archosargus,rhomboidalis,NA
Arctozenus risso,Arctozenus risso,Actinopterygii,Aulopiformes,Paralepididae,Arctozenus,risso,NA
Argentina striata,Argentina striata,Actinopterygii,Osmeriformes,Argentinidae,Argentina,striata,NA
Argyropelecus aculeatus,Argyropelecus aculeatus,Actinopterygii,Stomiiformes,Sternoptychidae,Argyropelecus,aculeatus,NA
Argyrops bleekeri,Argyrops bleekeri,Actinopterygii,Perciformes,Sparidae,Argyrops,bleekeri,NA
Argyrops filamentosus,Argyrops filamentosus,Actinopterygii,Perciformes,Sparidae,Argyrops,filamentosus,NA
Argyrops spinifer,Argyrops spinifer,Actinopterygii,Perciformes,Sparidae,Argyrops,spinifer,NA
Argyrosomus amoyensis,Argyrosomus amoyensis,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,amoyensis,NA
Argyrosomus coronus,Argyrosomus coronus,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,coronus,NA
Argyrosomus inodorus,Argyrosomus inodorus,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,inodorus,NA
Argyrosomus japonicus,Argyrosomus japonicus,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,japonicus,NA
Argyrosomus regius,Argyrosomus regius,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,regius,NA
Ariomma indicum,Ariomma indicum,Actinopterygii,Perciformes,Ariommatidae,Ariomma,indicum,NA
Ariopsis felis,Ariopsis felis,Actinopterygii,Siluriformes,Ariidae,Ariopsis,felis,NA
Aristichthys nobilis,Hypophthalmichthys nobilis,Actinopterygii,Cypriniformes,Cyprinidae,Hypophthalmichthys,nobilis,NA
Aristochromis christyi,Aristochromis christyi,Actinopterygii,Perciformes,Cichlidae,Aristochromis,christyi,NA
Arius acuitirostris,Arius acutirostris,Actinopterygii,Siluriformes,Ariidae,Arius,acutirostris,NA
Arius arius,Arius arius,Actinopterygii,Siluriformes,Ariidae,Arius,arius,NA
Arius assimilis,Ariopsis assimilis,Actinopterygii,Siluriformes,Ariidae,Ariopsis,assimilis,NA
Arius jella,Arius jella,Actinopterygii,Siluriformes,Ariidae,Arius,jella,NA
Arius maculatus,Arius maculatus,Actinopterygii,Siluriformes,Ariidae,Arius,maculatus,NA
Arius manillensis,Arius manillensis,Actinopterygii,Siluriformes,Ariidae,Arius,manillensis,NA
Arius venosus,Arius venosus,Actinopterygii,Siluriformes,Ariidae,Arius,venosus,NA
Arnoglossus imperialis,Arnoglossus imperialis,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,imperialis,NA
Arnoglossus laterna,Arnoglossus laterna,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,laterna,NA
Arnoglossus rueppelii,Arnoglossus rueppelii,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,rueppelii,NA
Arnoglossus scapha,Arnoglossus scapha,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,scapha,NA
Arnoglossus thori,Arnoglossus thori,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,thori,NA
Arothron hispidus,Arothron hispidus,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,hispidus,NA
Arothron mappa,Arothron mappa,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,mappa,NA
Arothron nigropunctatus,Arothron nigropunctatus,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,nigropunctatus,NA
Arothron reticularis,Arothron reticularis,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,reticularis,NA
Arripis georgianus,Arripis georgianus,Actinopterygii,Perciformes,Arripidae,Arripis,georgianus,NA
Arripis trutta,Arripis trutta,Actinopterygii,Perciformes,Arripidae,Arripis,trutta,NA
Arripis truttaceus,Arripis truttaceus,Actinopterygii,Perciformes,Arripidae,Arripis,truttaceus,NA
Artedidraco lonnbergi,Artedidraco lonnbergi,Actinopterygii,Perciformes,Artedidraconidae,Artedidraco,lonnbergi,NA
Artedidraco mirus,Artedidraco mirus,Actinopterygii,Perciformes,Artedidraconidae,Artedidraco,mirus,NA
Artedidraco orianae,Artedidraco orianae,Actinopterygii,Perciformes,Artedidraconidae,Artedidraco,orianae,NA
Artedidraco shackletoni,Artedidraco shackletoni,Actinopterygii,Perciformes,Artedidraconidae,Artedidraco,shackletoni,NA
Artedidraco skottsbergi,Artedidraco skottsbergi,Actinopterygii,Perciformes,Artedidraconidae,Artedidraco,skottsbergi,NA
Artediellus atlanticus,Artediellus atlanticus,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,atlanticus,NA
Artediellus uncinatus,Artediellus uncinatus,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,uncinatus,NA
Artedius harringtoni,Artedius harringtoni,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,harringtoni,NA
Aseraggodes macleayanus,Synclidopus macleayanus,Actinopterygii,Cypriniformes,Cyprinidae,Synclidopus,macleayanus,NA
Aspidophoroides monopterygius,Aspidophoroides monopterygius,Actinopterygii,Scorpaeniformes,Agonidae,Aspidophoroides,monopterygius,NA
Aspiolucius esocinus,Aspiolucius esocinus,Actinopterygii,Cypriniformes,Cyprinidae,Aspiolucius,esocinus,NA
Aspistor luniscutis,Aspistor luniscutis,Actinopterygii,Siluriformes,Ariidae,Aspistor,luniscutis,NA
Aspitrigla cuculus,Chelidonichthys cuculus,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,cuculus,NA
Aspius Aspius,Leuciscus aspius,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,aspius,NA
Aspius aspius,Aspius aspius,Actinopterygii,Cypriniformes,Cyprinidae,Aspius,aspius,NA
Aspius vorax,Aspius vorax,Actinopterygii,Cypriniformes,Cyprinidae,Aspius,vorax,NA
Astatoreochromis alluaudi,Astatoreochromis alluaudi,Actinopterygii,Perciformes,Cichlidae,Astatoreochromis,alluaudi,NA
Astatotilapia flaviijosephi,Astatotilapia flaviijosephi,Actinopterygii,Perciformes,Cichlidae,Astatotilapia,flaviijosephi,NA
Astronotus ocellatus,Astronotus ocellatus,Actinopterygii,Perciformes,Cichlidae,Astronotus,ocellatus,NA
Astroscopus sexspinosus,Astroscopus sexspinosus,Actinopterygii,Perciformes,Uranoscopidae,Astroscopus,sexspinosus,NA
Astyanax abramis,Astyanax abramis,Actinopterygii,Characiformes,Characidae,Astyanax,abramis,NA
Astyanax bimaculatus,Astyanax bimaculatus,Actinopterygii,Characiformes,Characidae,Astyanax,bimaculatus,NA
Astyanax fasciatus,Astyanax fasciatus,Actinopterygii,Characiformes,Characidae,Astyanax,fasciatus,NA
Astyanax henseli,Astyanax henseli,Actinopterygii,Characiformes,Characidae,Astyanax,henseli,NA
Astyanax jordani,Astyanax jordani,Actinopterygii,Characiformes,Characidae,Astyanax,jordani,NA
Astyanax mexicanus,Astyanax mexicanus,Actinopterygii,Characiformes,Characidae,Astyanax,mexicanus,NA
Astyanax scabripinnis,Astyanax scabripinnis,Actinopterygii,Characiformes,Characidae,Astyanax,scabripinnis,NA
Astyanax schubarti,Astyanax schubarti,Actinopterygii,Characiformes,Characidae,Astyanax,schubarti,NA
Ateleopus japonicus,Ateleopus japonicus,Actinopterygii,Ateleopodiformes,Ateleopodidae,Ateleopus,japonicus,NA
Atheresthes stomias,Atheresthes stomias,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,stomias,NA
Atherina boyeri,Atherina boyeri,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,NA
Atherina lopeziana,Atherina lopeziana,Actinopterygii,Atheriniformes,Atherinidae,Atherina,lopeziana,NA
Atherina presbyter,Atherina presbyter,Actinopterygii,Atheriniformes,Atherinidae,Atherina,presbyter,NA
Atherinella brasiliensis,Atherinella brasiliensis,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinella,brasiliensis,NA
Atherinella pachylepis,Atherinella pachylepis,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinella,pachylepis,NA
Atherinomorus balabacensis,Atherinomorus duodecimalis,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,duodecimalis,NA
Atherinomorus lacunosus,Atherinomorus lacunosus,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,lacunosus,NA
Atherinomorus stipes,Atherinomorus stipes,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,stipes,NA
Atherinops affinis,Atherinops affinis,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinops,affinis,NA
Atherinopsis californiensis,Atherinopsis californiensis,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinopsis,californiensis,NA
Atlantoraja castelnaui,Atlantoraja castelnaui,Chondrichthyes,Rajiformes,Rajidae,Atlantoraja,castelnaui,NA
Atlantoraja cyclophora,Atlantoraja cyclophora,Chondrichthyes,Rajiformes,Rajidae,Atlantoraja,cyclophora,NA
Atractoscion aequidens,Atractoscion aequidens,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,aequidens,NA
Atractoscion nobilis,Atractoscion nobilis,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,nobilis,NA
Atractosteus spatula,Atractosteus spatula,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus,spatula,NA
Atractosteus tristoechus,Atractosteus tristoechus,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus,tristoechus,NA
Atractosteus tropicus,Atractosteus tropicus,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus,tropicus,NA
Atrobucca brevis,Atrobucca brevis,Actinopterygii,Perciformes,Sciaenidae,Atrobucca,brevis,NA
Atropus atropos,Atropus atropos,Actinopterygii,Perciformes,Carangidae,Atropus,atropos,NA
Atule mate,Atule mate,Actinopterygii,Perciformes,Carangidae,Atule,mate,NA
Auchenionchus variolosus,Auchenionchus variolosus,Actinopterygii,Perciformes,Labrisomidae,Auchenionchus,variolosus,NA
Auchenipterus nigripinnis,Auchenipterus nigripinnis,Actinopterygii,Siluriformes,Auchenipteridae,Auchenipterus,nigripinnis,NA
Auchenoglanis occidentalis,Auchenoglanis occidentalis,Actinopterygii,Siluriformes,Claroteidae,Auchenoglanis,occidentalis,NA
Aulorhynchus flavidus,Aulorhynchus flavidus,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,flavidus,NA
Aulostomus chinensis,Aulostomus chinensis,Actinopterygii,Syngnathiformes,Aulostomidae,Aulostomus,chinensis,NA
Aulostomus strigosus,Aulostomus strigosus,Actinopterygii,Syngnathiformes,Aulostomidae,Aulostomus,strigosus,NA
Australoheros facetus,Australoheros facetus,Actinopterygii,Perciformes,Cichlidae,Australoheros,facetus,NA
Austrolycus depressiceps,Austrolycus depressiceps,Actinopterygii,Perciformes,Zoarcidae,Austrolycus,depressiceps,NA
Auxis rochei,Auxis rochei,Actinopterygii,Perciformes,Scombridae,Auxis,rochei,NA
Auxis thazard,Auxis thazard,Actinopterygii,Perciformes,Scombridae,Auxis,thazard,NA
Awaous commersoni,Awaous commersoni,Actinopterygii,Perciformes,Gobiidae,Awaous,commersoni,NA
Awaous guamensis,Awaous guamensis,Actinopterygii,Perciformes,Gobiidae,Awaous,guamensis,NA
Awaous lateristriga,Awaous lateristriga,Actinopterygii,Perciformes,Gobiidae,Awaous,lateristriga,NA
Awaous tajasica,Awaous tajasica,Actinopterygii,Perciformes,Gobiidae,Awaous,tajasica,NA
Bagre marinus,Bagre marinus,Actinopterygii,Siluriformes,Ariidae,Bagre,marinus,NA
Bagre panamensis,Bagre panamensis,Actinopterygii,Siluriformes,Ariidae,Bagre,panamensis,NA
Bagrus docmak,Bagrus docmak,Actinopterygii,Siluriformes,Bagridae,Bagrus,docmak,NA
Bagrus filamentosus,Bagrus filamentosus,Actinopterygii,Siluriformes,Bagridae,Bagrus,filamentosus,NA
Bagrus meridionalis,Bagrus meridionalis,Actinopterygii,Siluriformes,Bagridae,Bagrus,meridionalis,NA
Bagrus orientalis,Bagrus orientalis,Actinopterygii,Siluriformes,Bagridae,Bagrus,orientalis,NA
Bairdiella chrysoura,Bairdiella chrysoura,Actinopterygii,Perciformes,Sciaenidae,Bairdiella,chrysoura,NA
Bairdiella icistia,Bairdiella icistia,Actinopterygii,Perciformes,Sciaenidae,Bairdiella,icistia,NA
Bairdiella ronchus,Bairdiella ronchus,Actinopterygii,Perciformes,Sciaenidae,Bairdiella,ronchus,NA
Balantiocheilos melanopterus,Balantiocheilos melanopterus,Actinopterygii,Cypriniformes,Cyprinidae,Balantiocheilos,melanopterus,NA
Balistapus undulatus,Balistapus undulatus,Actinopterygii,Tetraodontiformes,Balistidae,Balistapus,undulatus,NA
Balistes capriscus,Balistes capriscus,Actinopterygii,Tetradontiformes,Balistidae,Balistes,capriscus,NA
Balistes polylepis,Balistes polylepis,Actinopterygii,Tetradontiformes,Balistidae,Balistes,polylepis,NA
Balistes vetula,Balistes vetula,Actinopterygii,Tetradontiformes,Balistidae,Balistes,vetula,NA
Balistoides viridescens,Balistoides viridescens,Actinopterygii,Tetraodontiformes,Balistidae,Balistoides,viridescens,NA
Ballerus ballerus,Ballerus ballerus,Actinopterygii,Cypriniformes,Cyprinidae,Ballerus,ballerus,NA
Ballerus sapa,Ballerus sapa,Actinopterygii,Cypriniformes,Cyprinidae,Ballerus,sapa,NA
Bangana ariza,Bangana ariza,Actinopterygii,Cypriniformes,Cyprinidae,Bangana,ariza,NA
Bangana dero,Bangana dero,Actinopterygii,Cypriniformes,Cyprinidae,Bangana,dero,NA
Bangana rendahli,Bangana rendahli,Actinopterygii,Cypriniformes,Cyprinidae,Bangana,rendahli,NA
Barbatula barbatula,Barbatula barbatula,Actinopterygii,Cypriniformes,Balitoridae,Barbatula,barbatula,NA
Barbodes carnaticus,Barbodes carnaticus,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,carnaticus,NA
Barbonymus altus,Barbonymus altus,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,altus,NA
Barbonymus gonionotus,Barbonymus gonionotus,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,gonionotus,NA
Barbonymus schwanefeldi,Barbonymus schwanenfeldii,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,schwanenfeldii,NA
Barbonymus schwanenfeldii,Barbonymus schwanenfeldii,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,schwanenfeldii,NA
Barbus aenus,Labeobarbus aeneus,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,aeneus,NA
Barbus albanicus,Barbus albanicus,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,albanicus,NA
Barbus altianalis,Barbus altianalis,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,altianalis,NA
Barbus apleurogramma,Barbus apleurogramma,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,apleurogramma,NA
Barbus argenteus,Barbus argenteus,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,argenteus,NA
Barbus aspilus,Barbus aspilus,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,aspilus,NA
Barbus barbus,Barbus barbus,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,barbus,NA
Barbus bynni,Barbus bynni,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,bynni,NA
Barbus callensis,Barbus callensis,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,callensis,NA
Barbus cercops,Barbus cercops,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,cercops,NA
Barbus esocinus,Luciobarbus esocinus,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,esocinus,NA
Barbus grypus,Barbus grypus,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,grypus,NA
Barbus guirali,Barbus guirali,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,guirali,NA
Barbus haasi,Barbus haasi,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,haasi,NA
Barbus harterti,Barbus harterti,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,harterti,NA
Barbus holubi,Labeobarbus aeneus,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,aeneus,NA
Barbus jacksoni,Barbus jacksoni,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,jacksoni,NA
