old_pname	new_pname
Dendromonocotyle kuhlii	Dendromonocotyle kuhlii
Dendromonocotyle octodiscus	Dendromonocotyle octodiscus
Dendromonocotyle taeniurae	Dendromonocotyle taeniurae
Dendronucleata petruschewskii	Dendronucleata petruschewskii
Dendrouterina papillifera	Dendrouterina papillifera
Dendrouterina pilherodiae	Dendrouterina pilherodiae
Dentiacetabulum gastricus	Dentiacetabulum gastricus
Denticauda quadrangulata	Denticauda quadrangulata
Dentiphilometra monopteri	Dentiphilometra monopteri
Deontacylix kyphosi	Deontacylix kyphosi
Deontacylix ovalis	Deontacylix ovalis
Deretrema acutum	Deretrema acutum
Deretrema carangis	Deretrema carangis
Deretrema cholaeum	Deretrema cholaeum
Deretrema dermacentablum	Deretrema plotosi
Deretrema fusillus	Deretrema fusillus
Deretrema hawaiiense	Deretrema hawaiiense
Deretrema minutum	Deretrema minutum
Deretrema nahaense	Deretrema nahaense
Deretrema philippinensis	Deretrema philippinensis
Deretrema scorpaenicola	Deretrema scorpaenicola
Deretrema sphyraenae	Deretrema acutum
Deretrema triodontis	Deretrema triodontis
Deretrema uku	Deretrema acutum
Deretrema woolcockae	Deretrema woolcockae
Dermadena spatiosa	Dermadena spatiosa
Dermadena stirlingi	Dermadena stirlingi
Dermaskrjabinia macrobursa	Dermaskrjabinia macrobursa
Dermatodidymocystis indicus	Dermatodidymocystis indicus
Dermatodidymocystis vivipara	Dermatodidymocystis vivipara
Dermatodidymocystis viviparoides	Dermatodidymocystis viviparoides
Dermophthirius carcharhini	Dermophthirius carcharhini
Dermophthirius carcharihini	Dermophthirius carcharihini
Dermophthirius melanopteri	Dermophthirius melanopteri
Dermophthirius nigrelli	Dermophthirius nigrelli
Derogenes adriaticus	Derogenes adriaticus
Derogenes bohaiensis	Derogenes bohaiensis
Derogenes capricorniensis	Derogenes capricorniensis
Derogenes crassus	Derogenes crassus
Derogenes gadi	Derogenes gadi
Derogenes johnstoni	Derogenes johnstoni
Derogenes latus	Derogenes latus
Derogenes macrostoma	Derogenes macrostoma
Derogenes macrouri	Derogenes macrouri
Derogenes minoi	Derogenes minoi
Derogenes patagonicus	Derogenes patagonicus
Derogenes pearsoni	Derogenes pearsoni
Derogenes pharyngicola	Derogenes pharyngicola
Derogenes tropicus	Derogenes tropicus
Derogenes varicus	Derogenes varicus
Deropegus patagonicus	Deropegus patagonicus
Deropristis hispida	Deropristis hispida
Deropristis inflata	Deropristis inflata
Deropristis paurosoma	Deropristis paurosoma
Desmidocercella numidica	Desmidocercella numidica
Desportesius brevicaudatus	Desportesius brevicaudatus
Devendrosentis garuai	Devendrosentis garuai
Diacessorius anoculus	Diacessorius anoculus
Dibothriocephalus attenuatus	Dibothriocephalus attenuatus
Dibothriocephalus latus	Dibothriocephalus latus
Dibothriocephalus molae	Dibothriocephalus molae
Dibothriorhynchus crassicolle	Dibothriorhynchus crassicolle
Dibothriorhynchus xiphiae	Dibothriorhynchus xiphiae
Dibothrium NA	NA
Dibothrium angustatum	Dibothrium angustatus
Dibothrium angustatus	Dibothrium angustatus
Dibothrium cordiceps	Dibothrium cordiceps
Dibothrium crassiceps	Dibothrium crassiceps
Dibothrium hastatum	Dibothrium hastatum
Dibothrium infundibuliforme	Dibothrium infundibuliforme
Dibothrium latum	Dibothrium latum
Dibothrium ligula	Dibothrium ligula
Dibothrium marsupium	Dibothrium marsupium
Dibothrium microcephalum	Dibothrium microcephalum
Dibothrium or	NA
Dibothrium plicatum	Dinobothrium septaria
Dibothrium punctatum	Dibothrium punctatum
Dibothrium punctatus	Dibothrium punctatus
Dibothrium rugosum	Eubothrium rugosum
Dichelyne adjacens	Dichelyne adjacens
Dichelyne alatae	Dichelyne alatae
Dichelyne amaruincai	Dichelyne amaruincai
Dichelyne bonacii	Dichelyne bonacii
Dichelyne bullocki	Dichelyne bullocki
Dichelyne cotylophora	Dichelyne cotylophora
Dichelyne cylindrica	Dichelyne cylindricus
Dichelyne cylindricus	Dichelyne cylindricus
Dichelyne dichelyneformis	Dichelyne dichelyneformis
Dichelyne dighaensis	Dichelyne dighaensis
Dichelyne elongatus	Dichelyne elongatus
Dichelyne exiguus	Dichelyne exiguus
Dichelyne fosser	Dichelyne fosser
Dichelyne fraseri	Dichelyne fraseri
Dichelyne haemulus	Dichelyne haemulus
Dichelyne japonicus	Dichelyne japonicus
Dichelyne jialaris	Dichelyne ialaris
Dichelyne laticeps	Dichelyne laticeps
Dichelyne lepisosteus	Dichelyne lepisosteus
Dichelyne leporini	Dichelyne leporini
Dichelyne longespiculata	Dichelyne longespiculata
Dichelyne mauritanicus	Dichelyne mauritanicus
Dichelyne mexicanus	Dichelyne mexicanus
Dichelyne micropogonii	Dichelyne micropogonii
Dichelyne minutus	Dichelyne minutus
Dichelyne moraveci	Dichelyne moraveci
Dichelyne pimelodi	Dichelyne pimelodi
Dichelyne pomadasysi	Dichelyne pomadasysi
Dichelyne rasheedae	Dichelyne rasheedae
Dichelyne robusta	Dichelyne robusta
Dichelyne sindensis	Dichelyne sindensis
Dichelyne spinicaudatus	Dichelyne spinicaudatus
Dichelyne szidati	Dichelyne szidati
Dichelyne thapari	Dichelyne thapari
Dichelyne wallagoni	Dichelyne wallagoni
Diclidophora affine	Diclidophora affine
Diclidophora attenuata	Diclidophora attenuata
Diclidophora candalis	Diclidophora candalis
Diclidophora caudata	Diclidophora caudata
Diclidophora caulolatili	Diclidophora caulolatili
Diclidophora coelorhynchi	Diclidophora coelorhynchi
Diclidophora denticulata	Diclidophora denticulata
Diclidophora embiotocae	Diclidophora embiotocae
Diclidophora esmarkii	Diclidophora esmarkii
Diclidophora indica	Diclidophora indica
Diclidophora lintoni	Clupeocotyle lintoni
Diclidophora lotella	Diclidophora lotella
Diclidophora luscae	Diclidophora luscae
Diclidophora maccallumi	Diclidophora maccallumi
Diclidophora merlangi	Diclidophora merlangi
Diclidophora micromesisti	Diclidophora micromesisti
Diclidophora minor	Diclidophora minor
Diclidophora minuti	Diclidophora minuti
Diclidophora neomaenis	Diclidophora neomaenis
Diclidophora nezumiae	Diclidophora nezumiae
Diclidophora palmata	Diclidophora palmata
Diclidophora phycidis	Diclidophora phycidis
Diclidophora pinguis	Cyclocotyloides pinguis
Diclidophora pollachii	Diclidophora pollachii
Diclidophora prionoti	Diclidophora prionoti
Diclidophora pugetensis	Mamaevodiclidophora pugetensis
Diclidophora regalis	Diclidophora regalis
Diclidophora tubiformis	Diclidophora tubiformis
Diclidophora whitsonii	Diclidophora whitsonii
Diclidophoroides maccallumi	Diclidophoroides maccallumi
Diclybothrium armatum	Diclybothrium armatum
Diclybothrium circularis	Diclybothrium circularis
Diclybothrium hamulatum	Diclybothrium hamulatum
Dicranobothrium spinulifera	Dicranobothrium spinulifera
Dicrodactylogyrus campoformis	Dicrodactylogyrus campoformis
Dicrodactylogyrus cheliformis	Dicrodactylogyrus cheliformis
Dicrodactylogyrus hastatus	Dicrodactylogyrus hastatus
Dicrumenia bychowskyi	Dicrumenia bychowskyi
Dictyocotyle coeliaca	Dictyocotyle coeliaca
Dictysarca virens	Dictysarca virens
Didymocylindrus apharyngi	Didymocylindrus apharyngi
Didymocylindrus filiformes	Didymocylindrus filiformes
Didymocylindrus fusiforme	Didymocylindrus fusiforme
Didymocylindrus koti	Didymocylindrus koti
Didymocylindrus simplex	Didymocylindrus simplex
Didymocystis abdominalis	Didymocystis abdominalis
Didymocystis acanthocybii	Didymocystis acanthocybii
Didymocystis acantyhocybii	Didymocystis acanthocybii
Didymocystis alalongae	Didymocystis alalongae
Didymocystis albacari	Didymocystis albacari
Didymocystis bifasciatus	Didymocystis bifasciatus
Didymocystis bifurcata	Didymocystis bifurcata
Didymocystis bilobata	Didymocystis bilobata
Didymocystis chorinemi	Didymocystis chorinemi
Didymocystis crassa	Didymocystis crassa
Didymocystis dissimilis	Didymocystis dissimilis
Didymocystis dolichorchis	Didymocystis dolichorchis
Didymocystis exiguus	Didymocystis exiguus
Didymocystis filiformis	Didymocystis filiformis
Didymocystis intestinomuscularis	Didymocystis intestinomuscularis
Didymocystis irregularis	Didymocystis irregularis
Didymocystis kamegaii	Didymocystis kamegaii
Didymocystis katsuwoni	Didymocystis katsuwoni
Didymocystis katsuwonicola	Didymocystis katsuwonicola
Didymocystis lingualis	Didymocystis lingualis
Didymocystis margolisi	Didymocystis margolisi
Didymocystis miliaris	Didymocystis miliaris
Didymocystis nasalis	Didymocystis nasalis
Didymocystis neothunni	Didymocystis neothunni
Didymocystis oesophagicola	Didymocystis oesophagicola
Didymocystis orbitalis	Didymocystis orbitalis
Didymocystis ovata	Didymocystis ovata
Didymocystis palati	Didymocystis palati
Didymocystis pectoralis	Didymocystis pectoralis
Didymocystis philobranchia	Didymocystis philobranchia
Didymocystis pinnicola	Didymocystis pinnicola
Didymocystis poonui	Didymocystis poonui
Didymocystis pseudobranchialis	Didymocystis pseudobranchialis
Didymocystis reniformis	Didymocystis reniformis
Didymocystis rotunditestis	Didymocystis rotunditestis
Didymocystis scomberomori	Didymocystis scomberomori
Didymocystis semiglobularis	Didymocystis semiglobularis
Didymocystis soleiformis	Didymocystis soleiformis
Didymocystis spirocauda	Didymocystis spirocauda
Didymocystis submentalis	Didymocystis submentalis
Didymocystis superpalati	Didymocystis superpalati
Didymocystis thynni	Didymocystis thynni
Didymocystis wedli	Didymocystis wedli
Didymocystis xiphiados	Didymocystis xiphiados
Didymocystoides alalongae	Didymocystoides alalongae
Didymocystoides bifasciatus	Didymocystoides bifasciatus
Didymocystoides dolichorchis	Didymocystoides dolichorchis
Didymocystoides intestinomuscularis	Didymocystoides intestinomuscularis
Didymocystoides oesophagicola	Didymocystoides oesophagicola
Didymocystoides pectoralis	Didymocystoides pectoralis
Didymocystoides pinnicola	Didymocystoides pinnicola
Didymocystoides semiglobularis	Didymocystoides semiglobularis
Didymocystoides submentalis	Didymocystoides submentalis
Didymocystoides superpalati	Didymocystoides superpalati
Didymodiclinus cypseluri	Didymodiclinus cypseluri
Didymodiclinus faciale	Didymodiclinus faciale
Didymodiclinus microovatus	Didymodiclinus microovatus
Didymodiclinus pristipomatis	Didymodiclinus pristipomatis
Didymodiclinus spilonotopteri	Didymodiclinus spilonotopteri
Didymodiclinus tomex	Didymodiclinus tomex
Didymophaselus allothunni	Didymophaselus allothunni
Didymoproblema fusiforme	Didymoproblema fusiforme
Didymorchis latus	Pycnadena lata
Didymorhynchus southwelli	Didymorhynchus southwelli
Didymosulcus aahi	Didymosulcus aahi
Didymosulcus bifurcata	Didymosulcus bifurcata
Didymosulcus bilobata	Didymosulcus bilobata
Didymosulcus irregularis	Didymosulcus irregularis
Didymosulcus katsuwonicola	Didymosulcus katsuwonicola
Didymosulcus nasalis	Didymosulcus nasalis
Didymosulcus orbitalis	Didymosulcus orbitalis
Didymosulcus palati	Didymosulcus palati
Didymosulcus philobranchia	Didymosulcus philobranchia
Didymosulcus philobranchiarca	Didymosulcus philobranchiarca
Didymosulcus poonui	Didymosulcus poonui
Didymosulcus rotunditestis	Didymosulcus rotunditestis
Didymosulcus soleiformis	Didymosulcus soleiformis
Didymosulcus spirocauda	Didymosulcus spirocauda
Didymosulcus superpalati	Didymosulcus superpalati
Didymozoid a	NA
Didymozoid c	Didymozoid c
Didymozoid d	NA
Didymozoid e	NA
Didymozoid g	NA
Didymozoon apharyngi	Didymozoon apharyngi
Didymozoon auxis	Didymozoon auxis
Didymozoon branchiale	Didymozoon branchiale
Didymozoon brevicolle	Didymozoon brevicolle
Didymozoon filicolle	Didymozoon filicolle
Didymozoon koti	Didymozoon koti
Didymozoon longicolle	Didymozoon longicolle
Didymozoon longicollopsis	Didymozoon longicollopsis
Didymozoon minus	Didymozoon minus
Didymozoon molae	Didymozoon molae
Didymozoon musculi	Didymozoon musculi
Didymozoon opsoni	Didymozoon opsoni
Didymozoon pelamydis	Didymozoon pelamydis
Didymozoon platycephali	Didymozoon platycephali
Didymozoon pneumatophori	Didymozoon pneumatophori
Didymozoon pretiosum	Didymozoon pretiosum
Didymozoon priacanthi	Didymozoon priacanthi
Didymozoon reniforme	Didymozoon reniforme
Didymozoon sardae	Didymozoon sardae
Didymozoon scomberomori	Didymozoon scomberomori
Didymozoon scombri	Didymozoon scombri
Didymozoon serrani	Didymozoon serrani
Didymozoon sparial	Didymozoon sparial
Didymozoon sphyraenae	Didymozoon sphyraenae
Didymozoon spirale	Didymozoon spirale
Didymozoon taenioides	Didymozoon taenioides
Dietziella fusiforme	Dietziella fusiforme
Dietziella huaiheensis	Dietziella huaiheensis
Dietziella laminae	Dietziella laminae
Dietziella minjiana	Dietziella minjiana
Digramma alternans	Digramma alternans
Digramma interrupta	Digramma interrupta
Dihemistephanus longisaccus	Dihemistephanus longisaccus
Dilepis unilateralis	Dilepis unilateralis
Dimerosaccus oncorhynchi	Dimerosaccus oncorhynchi
Dinobothrium planum	Gastrolecithus planus
Dinobothrium plicatum	Dinobothrium plicatum
Dinobothrium septaria	Dinobothrium septaria
Dinosoma clupeola	Dinosoma clupeola
Dinosoma lophiomi	Dinosoma lophiomi
Dinosoma polymixiae	Dinosoma polymixiae
Dinosoma robustum	Dinosoma robustum
Dinosoma sulca	Dinosoma sulca
Dinosoma synaphobranchi	Dinosoma synaphobranchi
Dinosoma triangulatus	Dinosoma triangulatus
Dinurus euthynni	Dinurus euthynni
Dinurus gizae	Dinurus gizae
Dinurus hippuri	Dinurus hippuri
Dinurus longissimus	Dinurus longissimus
Dinurus nanaimoensis	Tubulovesicula nanamoensis
Dinurus pinguis	Dinurus pinguis
Dinurus rubeus	Stomachicola rubeus
Dioctophyme renale	Dioctophyme renale
Dioecotaenia campbelli	Dioecotaenia campbelli
Dioecotaenia cancellata	Dioecotaenia cancellata
Dionchus agassizi	Dionchus agassizi
Dionchus bychowskyi	Dionchus bychowskyi
Dionchus hopkinsi	Dionchus rachycentris
Dionchus johnstoni	Dionchus johnstoni
Dionchus major	Dionchus major
Dionchus minor	Dionchus minor
Dionchus nagibinae	Dionchus nagibinae
Dionchus orientalis	Dionchus orientalis
Dionchus paruchini	Dionchus paruchini
Dionchus rachycentris	Dionchus rachycentris
Dionchus remorae	Dionchus remorae
Dionchus sinensis	Dionchus sinensis
Dioncopseudobenedenia kala	Dioncopseudobenedenia kala
Dioncopseudobenedenia macracantha	Dioncopseudobenedenia macracantha
Diphterostomum betencourti	Diphterostomum betencourti
Diphterostomum magnacetabulum	Diphterostomum magnacetabulum
Diphtherostomum americanum	Diphterostomum americanum
Diphtherostomum anisotremi	Diphterostomum brusinae
Diphtherostomum brusinae	Diphterostomum brusinae
Diphtherostomum israelense	Diphterostomum brusinae
Diphyllobothrium alascense	Diphyllobothrium alascense
Diphyllobothrium cordiceps	Diphyllobothrium cordiceps
Diphyllobothrium dalliae	Diphyllobothrium dalliae
Diphyllobothrium dendriticum	Diphyllobothrium dendriticum
Diphyllobothrium ditremum	Diphyllobothrium ditremum
Diphyllobothrium elegans	Diphyllobothrium elegans
Diphyllobothrium hottai	Diphyllobothrium hottai
Diphyllobothrium klebanovskii	Diphyllobothrium klebanovskii
Diphyllobothrium lanceolatum	Diphyllobothrium lanceolatum
Diphyllobothrium latum	Diphyllobothrium latum
Diphyllobothrium minus	Diphyllobothrium minus
Diphyllobothrium nihonkaiense	Diphyllobothrium nihonkaiense
Diphyllobothrium norvegicum	Diphyllobothrium norvegicum
Diphyllobothrium osmeri	Diphyllobothrium osmeri
Diphyllobothrium pacificum	Diphyllobothrium pacificum
Diphyllobothrium sebago	Diphyllobothrium sebago
Diphyllobothrium sturionis	Diphyllobothrium sturionis
Diphyllobothrium ursi	Diphyllobothrium ursi
Diphyllobothrium vogeli	Diphyllobothrium vogeli
Diplangus anoplosus	Pseudodiplangus anoplosus
Diplangus macrovitellus	Diplangus macrovitellus
Diplangus mexicanus	Diplangus mexicanus
Diplangus miolecithus	Diplangus miolecithus
Diplangus ovalis	Diplangus ovalis
Diplangus parvus	Diplangus parvus
Diplangus paxillus	Diplangus paxillus
Diplangus triradiatus	Diplangus triradiatus
Diplectanocotyla gracilis	Diplectanocotyla gracilis
Diplectanocotyla megalopis	Diplectanocotyla megalopis
Diplectanotrema balistes	Diplectanotrema balistes
Diplectanotrema trachuri	Diplectanotrema trachuri
Diplectanum aculeatum	Diplectanum aculeatum
Diplectanum aequans	Diplectanum aequans
Diplectanum americanum	Diplectanum americanum
Diplectanum amplidiscatum	Diplectanum amplidiscatum
Diplectanum banjulensis	Diplectanum banjulensis
Diplectanum banyulense	Diplectanum banyulense
Diplectanum bauchotae	Diplectanum bauchotae
Diplectanum belengeri	Diplectanum belengeri
Diplectanum bilobatum	Diplectanum bilobatum
Diplectanum blairense	Diplectanum blairense
Diplectanum bocqueti	Diplectanum bocqueti
Diplectanum bychowskyi	Diplectanum bychowskyi
Diplectanum cayennensis	Diplectanum cayennensis
Diplectanum cazauxi	Diplectanum cazauxi
Diplectanum chabaudi	Diplectanum chabaudi
Diplectanum collinsi	Diplectanum collinsi
Diplectanum copiosum	Diplectanum incertae sedis copiosum
Diplectanum cupatum	Diplectanum cupatum
Diplectanum curvivagina	Oliveriplectanum curvivagina
Diplectanum cynoglossum	Diplectanum cynoglossum
Diplectanum decorum	Diplectanum decorum
Diplectanum diplobulbus	Diplectanum diplobulbus
Diplectanum dollfusi	Diplectanum dollfusi
Diplectanum echinophallus	Diplectanum echinophallus
Diplectanum elongatum	Diplectanum elongatum
Diplectanum enyenihii	Diplectanum enyenihii
Diplectanum flagritubus	Diplectanum flagritubus
Diplectanum fluviatilus	Diplectanum fluviatilus
Diplectanum fujianensis	Diplectanum fujianensis
Diplectanum furcelamellosum	Diplectanum furcelamellosum
Diplectanum fusiforme	Diplectanum fusiforme
Diplectanum gatunense	Neodiplectanum gatunense
Diplectanum girellae	Diplectanum girellae
Diplectanum grassei	Diplectanum grassei
Diplectanum gymnopeus	Diplectanum gymnopeus
Diplectanum hargisi	Diplectanum hargisi
Diplectanum hongkongense	Diplectanum hongkongense
Diplectanum jaculator	Diplectanum jaculator
Diplectanum jamestownense	Diplectanum jamestownense
Diplectanum jerbuae	Diplectanum jerbuae
Diplectanum kuhliae	Diplectanum kuhliae
Diplectanum kyphosi	Diplectanum kyphosi
Diplectanum labourgi	Diplectanum labourgi
Diplectanum lactophrys	Diplectanum lactophrys
Diplectanum lacustris	Diplectanum lacustris
Diplectanum lantauense	Diplectanum lantauense
Diplectanum latesi	Diplectanum latesi
Diplectanum laubieri	Diplectanum laubieri
Diplectanum lichtenfelsi	Diplectanum lichtenfelsi
Diplectanum longipenis	Diplectanum longipenis
Diplectanum longiphallus	Parancylodiscoides longiphallus
Diplectanum maa	Diplectanum maa
Diplectanum maculatum	Diplectanum maculatum
Diplectanum magnodiscatum	Diplectanum magnodiscatum
Diplectanum megacirrus	Diplectanum megacirrus
Diplectanum melvillei	Diplectanum melvillei
Diplectanum mexicanum	Neodiplectanum mexicanum
Diplectanum microphallus	Diplectanum microphallus
Diplectanum minousi	Diplectanum minousi
Diplectanum minutum	Diplectanum minutum
Diplectanum monticelli	Diplectanum monticelli
Diplectanum monticellii	Diplectanum monticellii
Diplectanum mycteropercae	Diplectanum mycteropercae
Diplectanum nagibinae	Diplectanum nagibinae
Diplectanum narimeen	Diplectanum narimeen
Diplectanum nenue	Diplectanum nenue
Diplectanum orissai	Diplectanum orissai
Diplectanum paralatesi	Diplectanum paralatesi
Diplectanum parvus	Diplectanum parvum
Diplectanum penangi	Diplectanum penangi
Diplectanum pescadae	Diplectanum pescadae
Diplectanum pisciniarius	Diplectanum pisciniarius
Diplectanum pisciniarus	Diplectanum pisciniarus
Diplectanum plectropomi	Diplectanum plectropomi
Diplectanum plurovitellum	Diplectanum plurovitellum
Diplectanum polynemus	Diplectanum polynemus
Diplectanum priacanthi	Oliveriplectanum priacanthi
Diplectanum psammopercis	Diplectanum psammopercis
Diplectanum puriense	Diplectanum puriense
Diplectanum querni	Pseudorhabdosynochus querni
Diplectanum sciaenae	Diplectanum sciaenae
Diplectanum secundum	Diplectanum secundum
Diplectanum setosum	Diplectanum setosum
Diplectanum sillagonum	Diplectanum sillagonum
Diplectanum simile	Diplectanum simile
Diplectanum spiculare	Acleotrema spiculare
Diplectanum spinosum	Diplectanum spinosum
Diplectanum spirale	Diplectanum spirale
Diplectanum squamatum	Diplectanum squamatum
Diplectanum stetosus	Diplectanum stetosus
Diplectanum summanae	Diplectanum summanae
Diplectanum tangzhongzhangi	Diplectanum tangzhongzhangi
Diplectanum teuthis	Diplectanum teuthis
Diplectanum toxotes	Diplectanum toxotes
